region,code,year,patents,V,G,ratio,voc_share
Hainan,460000,2012,865.0,41583.0,52620.0,0.7902508551881414,0.44141906308716283
Hainan,460000,2013,921.0,40386.0,53651.0,0.7527539095263834,0.42946925146484893
Hainan,460000,2014,969.0,43688.0,58466.0,0.7472377108062805,0.4276680306204358
Hainan,460000,2015,1211.0,39356.0,60551.0,0.6499644927416558,0.3939263515069014
Hainan,460000,2016,1278.0,36121.0,58826.0,0.614031210689151,0.38043329436422424
Hainan,460000,2017,1627.0,33989.0,56105.0,0.6058105338205151,0.37726152684973474
Hainan,460000,2018,2127.0,33132.0,57018.0,0.5810796590550352,0.3675207986688852
Hainan,460000,2019,2183.0,34764.0,57354.0,0.6061303483627994,0.37738552725851626
Hainan,460000,2020,2618.0,37227.0,55721.0,0.6680964088943128,0.40051426604122736
Hainan,460000,2021,4497.0,32527.0,56505.0,0.5756481727280771,0.36534055171174407
Hainan,460000,2022,4402.0,33839.0,59821.0,0.5656709182394143,0.36129617766389066
Hainan,460000,2023,4681.0,36841.0,64063.0,0.5750745360036215,0.36510941092523586
Hainan,460000,2024,5873.0,41055.0,68612.0,0.598364717542121,0.3743605642536041
Hebei,130000,1995,,46948.0,88400.0,0.5310859728506787,0.3468688122469486
Hebei,130000,1996,,54390.0,93400.0,0.5823340471092077,0.3680221936531565
Hebei,130000,1997,,59099.0,113300.0,0.5216151809355692,0.3428036125499568
Hebei,130000,1998,,61948.0,140596.0,0.44060997467922275,0.30584959317481636
Hebei,130000,1999,,68016.0,158174.0,0.43000746013883445,0.3007029488483134
Hebei,130000,2000,,72519.0,181626.0,0.39927653529780976,0.2853449802278227
Hebei,130000,2001,651.0,71286.0,212753.0,0.335064605434471,0.25097257770939907
Hebei,130000,2002,,74276.0,234819.0,0.3163117124253148,0.24030152542098707
Hebei,130000,2003,,75276.0,264873.0,0.28419657722757696,0.2213030172071651
Hebei,130000,2004,979.0,183835.0,318714.0,0.5768023996435676,0.36580512547035215
Hebei,130000,2005,1273.0,212430.0,396263.0,0.5360833587793965,0.34899366347239086
Hebei,130000,2006,1597.0,236419.0,450595.0,0.524681809607297,0.3441254472252385
Hebei,130000,2007,2094.0,277234.0,472248.0,0.5870517185885382,0.36990081149380505
Hebei,130000,2008,2380.0,312073.0,482330.0,0.6470113822486679,0.39283965443232216
Hebei,130000,2009,2811.0,348086.0,468982.0,0.7422161191687527,0.4260183974895602
Hebei,130000,2010,3270.0,348186.0,426568.0,0.8162496952420247,0.4494149110556383
Hebei,130000,2011,4651.0,355816.0,427876.0,0.83158672138657,0.4540253058599552
Hebei,130000,2012,6108.0,388585.0,423748.0,0.9170190773761764,0.47835678225555284
Hebei,130000,2013,7329.0,337100.0,404522.0,0.8333292132442734,0.45454422873107864
Hebei,130000,2014,8332.0,297687.0,361988.0,0.8223670397913743,0.45126312199188995
Hebei,130000,2015,11259.0,254142.0,352416.0,0.7211420593843639,0.4189904345503645
Hebei,130000,2016,14141.0,196609.0,368170.0,0.5340168943694489,0.34811669697350645
Hebei,130000,2017,13982.0,220087.0,376969.0,0.5838331533892708,0.36862036391896236
Hebei,130000,2018,18954.0,230532.0,401065.0,0.5747995960754492,0.3649985671242897
Hebei,130000,2019,20536.0,244988.0,427550.0,0.5730043269793007,0.3642738402885785
Hebei,130000,2020,22131.0,267526.0,455028.0,0.5879330502738292,0.37025052798821956
Hebei,130000,2021,23923.0,255152.0,447668.0,0.5699580939446197,0.36304032326911584
Hebei,130000,2022,24182.0,287782.0,500372.0,0.5751360987425356,0.3651342250372389
Hebei,130000,2023,28929.0,315575.0,556851.0,0.5667135373735523,0.36172122334730966
Hebei,130000,2024,29885.0,322956.0,592083.0,0.5454573091948257,0.3529423336054529
Heilongjiang,230000,1995,,23369.0,73300.0,0.3188130968622101,0.24174244069970724
Heilongjiang,230000,1996,,29018.0,74000.0,0.39213513513513515,0.2816789298957464
Heilongjiang,230000,1997,,33861.0,79700.0,0.4248557089084065,0.2981745493611363
Heilongjiang,230000,1998,,37557.0,86053.0,0.43644033328297677,0.30383464121025805
Heilongjiang,230000,1999,,39353.0,82932.0,0.4745212945545748,0.32181379564132967
Heilongjiang,230000,2000,,38157.0,91419.0,0.4173858825845831,0.29447582885719575
Heilongjiang,230000,2001,711.0,30327.0,102784.0,0.2950556506849315,0.22783241054458309
Heilongjiang,230000,2002,,32431.0,105634.0,0.307012893575932,0.234896606670771
Heilongjiang,230000,2003,,45279.0,115778.0,0.3910846620256007,0.28113649204939867
Heilongjiang,230000,2004,1325.0,69990.0,139441.0,0.5019327170631307,0.3341912133351796
Heilongjiang,230000,2005,1598.0,72172.0,161301.0,0.44743677968518486,0.3091235389102808
Heilongjiang,230000,2006,1911.0,101637.0,181583.0,0.5597275075309913,0.3588623684768025
Heilongjiang,230000,2007,2386.0,76586.0,193767.0,0.3952479008293466,0.28328148753666504
Heilongjiang,230000,2008,3047.0,75263.0,203680.0,0.3695159073055774,0.2698149801213868
Heilongjiang,230000,2009,3384.0,93863.0,206616.0,0.454287180082859,0.3123779032810945
Heilongjiang,230000,2010,4070.0,121979.0,195518.0,0.6238760625620148,0.38418945690825423
Heilongjiang,230000,2011,5063.0,123316.0,204287.0,0.6036409561058707,0.37641901936184957
Heilongjiang,230000,2012,7068.0,124133.0,206310.0,0.6016819349522563,0.3756563159153016
Heilongjiang,230000,2013,10338.0,91783.0,206088.0,0.44535829354450523,0.30813002944227535
Heilongjiang,230000,2014,13468.0,99655.0,198990.0,0.500804060505553,0.3336905021011569
